ID,Name,Host Id,Host Id Verified,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Country,Instant Bookable,Cancellation Policy,Room Type,Number of Reviews,Reviews(per month),Average Ratings,Price in Dollars,Service Fee in Dollars,Minimum Nights,Availability 365,Construction Year,Property Age,Estimated Annual Revenue in Dollars,Occupancy Rate
3205013,Private Room In Large Two-Floor Apt W/ Backyard,69103209663,FALSE,Michael,Manhattan,Chelsea,40.75066,-73.99720,United States,TRUE,Moderate,Private room,32,1.09,5,"1,198",240,2,365,2006,Old Property,15669.84,100.00%
3205565,Cozy Spacious Ues Studio,9985701676,FALSE,Megan,Manhattan,Upper East Side,40.77574,-73.95240,United States,FALSE,Flexible,Entire home/apt,20,0.33,5,695,139,1,166,2010,Old Property,2752.2,45.48%
3206118,Charming 1 Bedroom In West Village,78467605195,TRUE,Idan,Manhattan,Greenwich Village,40.73405,-73.99725,United States,FALSE,Strict,Entire home/apt,3,0.05,2,559,112,4,153,2010,Old Property,335.4,41.92%
3206670,"Comfy, Roomy Bushwick 1-Br ~ Steps From L/M Train",42103045576,TRUE,Suzette,Brooklyn,Bushwick,40.69587,-73.90960,United States,TRUE,Flexible,Entire home/apt,232,3.62,1,892,178,3,365,2011,Mid Age,38748.48,100.00%
3207222,Nyc Steps From Central Park!,28371174436,FALSE,Robyn,Manhattan,Hell'S Kitchen,40.76730,-73.98809,United States,TRUE,Strict,Entire home/apt,3,0.05,1,749,150,5,364,2020,New Property,449.4,99.73%
3207775,"Ingefära Hus! One Bedroom Williamsburg, Brooklyn",16278582059,TRUE,Ginger,Brooklyn,Williamsburg,40.71009,-73.95741,United States,FALSE,Strict,Entire home/apt,46,0.72,2,730,146,2,48,2007,Old Property,6307.2,13.15%
3208327,Private 1Bed/Bath In Sunny 3Bed Apt,1585082468,FALSE,Elizabeth,Brooklyn,Boerum Hill,40.68844,-73.98513,United States,FALSE,Flexible,Private room,5,0.08,5,"1,096",219,3,280,2005,Old Property,1052.16,76.71%
3208879,Parkside Apartment On Prospect Park,87381718953,TRUE,Daniel,Brooklyn,Prospect-Lefferts Gardens,40.65740,-73.96174,United States,TRUE,Strict,Private room,3,0.06,1,866,173,2,43,2008,Old Property,623.52,11.78%
3209431,Mamas Red Rm#2- Profs-Interns-Students Bklyn Train,54119885202,TRUE,Ms. Edith,Brooklyn,Borough Park,40.63256,-73.99453,United States,FALSE,Moderate,Private room,0,0,2,630,126,3,220,2016,Mid Age,0,60.27%
3209984,Cozy 1Br Mins From Casino Jfk & Nyc,35091002479,TRUE,Claudius,Queens,Jamaica,40.67349,-73.76951,United States,FALSE,Moderate,Entire home/apt,146,2.28,1,"1,003",201,3,226,2019,Mid Age,27442.08,61.92%
3210536,Historic Harlem 2,33168431414,TRUE,Rose,Manhattan,Harlem,40.81456,-73.94583,United States,FALSE,Strict,Private room,13,0.22,3,85,17,6,167,2008,Old Property,224.4,45.75%
3211088,Private Room In Williamsburg,62609048101,TRUE,Heather,Brooklyn,Williamsburg,40.71683,-73.95623,United States,TRUE,Flexible,Private room,38,0.63,2,341,68,1,69,2012,Mid Age,2577.96,18.90%
3211641,Georgous 3Bd In 24-Hr Doorman Bldg,28620370404,TRUE,Ana,Manhattan,Upper East Side,40.77979,-73.96153,United States,FALSE,Flexible,Entire home/apt,0,0,1,511,102,1,365,2013,Mid Age,0,100.00%
3212193,"Huge Luxury 2Bd/2B, 7Mn To Time Sqr",35362960244,FALSE,Dominique,Queens,Long Island City,40.74263,-73.95594,United States,FALSE,Strict,Entire home/apt,50,0.8,2,"1,110",222,7,18,2009,Old Property,10656,4.93%
3212745,Bright And Open Astoria Apartment!,72801487664,FALSE,Tegan,Queens,Astoria,40.76441,-73.92878,United States,FALSE,Moderate,Private room,1,0.02,1,470,94,3,348,2004,Old Property,112.8,95.34%
3213298,3 Beds In Lovely 2Bedroom/2Bath Midtown Rental,75944103839,FALSE,Jada,Manhattan,Midtown,40.75879,-73.96413,United States,TRUE,Moderate,Entire home/apt,87,1.37,4,907,181,1,104,2019,Mid Age,14911.08,28.49%
3213850,Fully Furnished Upper West Side 1Bd,21922964496,TRUE,Scott,Manhattan,Upper West Side,40.79732,-73.97259,United States,TRUE,Flexible,Entire home/apt,22,0.35,1,"1,110",222,14,12,2022,New Property,4662,3.29%
3214402,"Comfortable, Spacious “ 1 Bedroom “ Apartment",50908677521,TRUE,Nicholas P,Queens,Astoria,40.76374,-73.90965,United States,FALSE,Moderate,Private room,19,0.31,3,659,132,14,365,2011,Mid Age,2451.48,100.00%
3214954,Lg Private Rm 10Mins To Manhattan,53395843996,TRUE,Jimmy,Queens,Astoria,40.75879,-73.91185,United States,FALSE,Moderate,Private room,1,0.03,3,878,176,10,145,2010,Old Property,316.08,39.73%
3215507,1Br On Quiet Block In Nolita,85389372846,FALSE,John,Manhattan,Nolita,40.72276,-73.99499,United States,FALSE,Strict,Entire home/apt,52,0.86,2,508,102,2,91,2014,Mid Age,5242.56,24.93%
3216059,"Art-Packed, One-Of-A-Kind Triplex",55466575897,FALSE,Anthony,Manhattan,East Village,40.73101,-73.98936,United States,FALSE,Moderate,Entire home/apt,3,0.07,1,867,173,2,196,2004,Old Property,728.28,53.70%
3216611,In The Heart Of Manhattan,68118263177,FALSE,Fabiola,Manhattan,Hell'S Kitchen,40.76152,-73.98793,United States,TRUE,Strict,Private room,158,3.11,5,458,92,1,365,2012,Mid Age,17092.56,100.00%
3217164,Beautiful Brooklyn Room,30207766192,FALSE,Brenna,Brooklyn,Bushwick,40.70365,-73.92711,United States,TRUE,Strict,Private room,1,0.02,1,633,127,1,202,2004,Old Property,151.92,55.34%
3217716,2-3 Bedroom Apt In Astoria Nyc,88437088663,TRUE,Solange,Queens,Ditmars Steinway,40.77804,-73.91623,United States,TRUE,Moderate,Entire home/apt,1,0.02,1,583,117,1,47,2009,Old Property,139.92,12.88%
3218268,Cozy Private Room In L.E.S -,82108518574,TRUE,Girish,Manhattan,Lower East Side,40.71934,-73.98196,United States,TRUE,Strict,Private room,0,0,4,"1,164",233,3,165,2011,Mid Age,0,45.21%
3218821,Spacious Studio In Prospect Heights,3565084048,FALSE,Mari,Brooklyn,Crown Heights,40.67571,-73.95161,United States,FALSE,Strict,Entire home/apt,2,0.03,1,978,196,1,69,2008,Old Property,352.08,18.90%
3219373,Entire Apt In Gorgeous Park Slope,18614553764,TRUE,Elizabeth,Brooklyn,South Slope,40.66517,-73.98637,United States,FALSE,Flexible,Entire home/apt,7,0.11,1,671,134,5,365,2017,Mid Age,885.72,100.00%
3219925,Nice Room Convenient To Manhattan A,77942701901,FALSE,Jason,Brooklyn,Borough Park,40.64426,-73.99555,United States,FALSE,Moderate,Private room,162,2.51,3,237,47,1,122,2003,Old Property,7138.44,33.42%
3220477,Huge 1 Bedroom In The East Village,67094123977,TRUE,Simona,Manhattan,East Village,40.72314,-73.98491,United States,TRUE,Moderate,Entire home/apt,0,0,3,239,48,5,324,2008,Old Property,0,88.77%
3221030,Nice Room Convenient To Manhattan C,83339235229,FALSE,Jason,Brooklyn,Borough Park,40.64601,-73.99765,United States,TRUE,Strict,Private room,40,0.62,4,634,127,1,353,2011,Mid Age,4716.96,96.71%
3221582,Nice Room Convenient To Manhattan B,22516335233,TRUE,Jason,Brooklyn,Borough Park,40.64447,-73.99574,United States,FALSE,Strict,Private room,96,1.51,5,131,26,1,11,2004,Old Property,2373.72,3.01%
3222134,Close To Maimonides Center. Room D,34554012969,FALSE,Jason,Brooklyn,Borough Park,40.64492,-73.99612,United States,TRUE,Flexible,Private room,90,1.43,2,"1,042",208,1,174,2013,Mid Age,17880.72,47.67%
3222687,"Unique Loft In Bushwick - Offices, Yoga & Roof!",1971860819,FALSE,Julie,Brooklyn,Bushwick,40.69728,-73.93066,United States,TRUE,Moderate,Entire home/apt,15,0.24,5,720,144,2,350,2005,Old Property,2073.6,95.89%
3223239,Gorgeous Apartment In Battery Park!,36185760797,FALSE,Jenna,Manhattan,Financial District,40.70558,-74.01533,United States,FALSE,Moderate,Entire home/apt,45,0.76,3,"1,017",203,2,350,2011,Mid Age,9275.04,95.89%
3223791,Beautiful 1 Bdr In The Heart Of Nyc,68894033674,FALSE,Alex,Manhattan,Theater District,40.76084,-73.98367,United States,TRUE,Flexible,Entire home/apt,16,0.25,5,975,195,30,197,2006,Old Property,2925,53.97%
3224344,"Sunny, Child Friendly Loft. ",92839695280,FALSE,Sirroan,Brooklyn,Crown Heights,40.67901,-73.96237,United States,FALSE,Moderate,Private room,1,0.02,1,79,16,1,94,2013,Mid Age,18.96,25.75%
3224896,Sunny Luxury In Bklyn'S Best Hood,1632521042,TRUE,Jodie,Brooklyn,Carroll Gardens,40.68287,-73.99082,United States,TRUE,Strict,Entire home/apt,3,0.05,4,561,112,2,365,2014,Mid Age,336.6,100.00%
3225448,1Bd In A Quiet Brownstone In Harlem,26631637074,TRUE,Andre,Manhattan,Harlem,40.81927,-73.94631,United States,TRUE,Moderate,Private room,0,0,5,"1,007",201,1,304,2010,Old Property,0,83.29%
3226000,Flatiron Studio + Dining / Sunlight,75550727540,TRUE,Ryan,Manhattan,Kips Bay,40.73905,-73.98161,United States,FALSE,Strict,Entire home/apt,32,0.5,5,457,91,1,71,2012,Mid Age,2742,19.45%
3226553,Beautiful Prewar Uws Apartment,68670090211,FALSE,Laura,Manhattan,Upper West Side,40.77929,-73.97787,United States,TRUE,Moderate,Private room,1,0.02,5,183,37,1,220,2012,Mid Age,43.92,60.27%
3227105,Luxury 2Bed Condo / Outdoor Stone Terrace,41871902126,TRUE,Christina,Brooklyn,Sunset Park,40.63747,-74.01153,United States,FALSE,Strict,Private room,5,0.11,2,"1,106",221,3,296,2006,Old Property,1459.92,81.10%
3227657,Beautiful Master Bedroom In The Heart Of Astoria,63947214816,TRUE,Ismail,Queens,Astoria,40.76163,-73.91783,United States,TRUE,Strict,Private room,13,0.51,2,524,105,1,36,2009,Old Property,3206.88,9.86%
3228210,Bright Room In Battery Park!,14915275384,FALSE,Kaycee,Manhattan,Battery Park City,40.70657,-74.01676,United States,TRUE,Moderate,Private room,26,0.44,3,106,21,2,154,2018,Mid Age,559.68,42.19%
3228762,Large Newly Renovated Studio,69094259431,FALSE,Patricia,Manhattan,Harlem,40.81472,-73.94291,United States,TRUE,Strict,Entire home/apt,124,1.93,5,520,104,5,307,2015,Mid Age,12043.2,84.11%
3229314,/,25925360409,FALSE,Bram,Manhattan,Harlem,40.82277,-73.94981,United States,FALSE,Moderate,Private room,0,0,1,"1,064",213,1,94,2013,Mid Age,0,25.75%
3229867,Elegant Triplex Townhouse,70354306978,FALSE,Gary,Brooklyn,Prospect Heights,40.67454,-73.96803,United States,TRUE,Strict,Entire home/apt,24,0.38,3,128,26,1,22,2007,Old Property,583.68,6.03%
3230419,Great Room! Good For Med Students!,67532314177,FALSE,Nicolas,Bronx,Norwood,40.87605,-73.88047,United States,TRUE,Strict,Private room,40,0.73,5,157,31,6,266,2008,Old Property,1375.32,72.88%
3230971,Jewel Box Studio In Soho / Nolita,68778778568,FALSE,Wilson,Manhattan,Nolita,40.72224,-73.99491,United States,TRUE,Flexible,Entire home/apt,156,2.46,2,462,92,1,0,2016,Mid Age,13638.24,0.00%
3231523,Charm & Beauty Close To Manhattan,16256440974,TRUE,Vinneth,Brooklyn,Bedford-Stuyvesant,40.68709,-73.95558,United States,FALSE,Strict,Entire home/apt,168,2.64,4,193,39,3,20,2016,Mid Age,6114.24,5.48%
3232076,Beautiful And Cozy 1Br Apt,65789916614,TRUE,Martin,Manhattan,Morningside Heights,40.80750,-73.95844,United States,FALSE,Moderate,Entire home/apt,9,0.14,3,86,17,30,133,2010,Old Property,144.48,36.44%
3232628,Great East Village Studio!,94152775523,FALSE,Milenna,Manhattan,Gramercy,40.73237,-73.98288,United States,FALSE,Flexible,Entire home/apt,2,0.06,4,263,53,6,142,2013,Mid Age,189.36,38.90%
3233180,Two Real Bedrooms Near Central Park,7229666057,FALSE,Lang,Manhattan,Hell'S Kitchen,40.76518,-73.98746,United States,FALSE,Strict,Entire home/apt,208,3.22,3,731,146,1,246,2005,Old Property,28245.84,67.40%
3233733,East Village Charm,3219306185,FALSE,Doug,Manhattan,East Village,40.72939,-73.98319,United States,FALSE,Flexible,Private room,124,1.92,2,"1,107",221,2,111,2014,Mid Age,25505.28,30.41%
3234285,Large Private Bedroom In Manhattan,64947475908,FALSE,Jonathan,Manhattan,Hell'S Kitchen,40.76791,-73.98735,United States,TRUE,Moderate,Private room,7,0.11,1,72,14,4,225,2014,Mid Age,95.04,61.64%
3234837,Sunny Private Room Near Prospect Pk,54939997019,FALSE,Daisy,Brooklyn,Crown Heights,40.68027,-73.96379,United States,TRUE,Strict,Private room,1,0.02,5,646,129,7,167,2004,Old Property,155.04,45.75%
3235390,Sunny Private Williamsburg Room,90476115876,TRUE,Ellie,Brooklyn,Williamsburg,40.71685,-73.94246,United States,TRUE,Moderate,Private room,38,0.61,3,487,97,2,156,2015,Mid Age,3564.84,42.74%
3235942,Big & Cozy Private Room,21548325345,FALSE,Alessandro,Manhattan,Harlem,40.82350,-73.95144,United States,FALSE,Strict,Private room,86,1.36,3,"1,157",231,1,365,2016,Mid Age,18882.24,100.00%
3236494,Apartment 6,42491080480,TRUE,Craig,Manhattan,Harlem,40.80290,-73.95694,United States,TRUE,Flexible,Private room,298,4.67,3,146,29,3,163,2010,Old Property,8181.84,44.66%
3237046,Huge Room In South Prospect Park,98246915067,FALSE,Yago,Brooklyn,Flatbush,40.64576,-73.95871,United States,FALSE,Moderate,Private room,1,0.08,3,"1,037",207,15,52,2007,Old Property,995.52,14.25%
3237599,Garden Duplex In Clinton Hill,19274428204,FALSE,Dominick,Brooklyn,Clinton Hill,40.68420,-73.96360,United States,FALSE,Strict,Entire home/apt,22,0.39,4,949,190,4,136,2003,Old Property,4441.32,37.26%
3238151,Williamsburg: Great Room With A Sunny Terrace!,25733560498,FALSE,Carlos,Brooklyn,Williamsburg,40.70819,-73.94813,United States,TRUE,Strict,Private room,12,0.19,1,699,140,9,105,2017,Mid Age,1593.72,28.77%
3238703,Shared Studio In East Harlem,88669450589,TRUE,Serenity,Manhattan,East Harlem,40.79731,-73.94231,United States,FALSE,Flexible,Shared room,10,0.2,5,953,191,1,194,2022,New Property,2287.2,53.15%
3239256,Beautiful 2 Bedroom In Quaint Cobble Hill,41799652289,TRUE,Nan,Brooklyn,Boerum Hill,40.68611,-73.99031,United States,FALSE,Flexible,Entire home/apt,6,0.09,4,"1,081",216,6,273,2010,Old Property,1167.48,74.79%
3239808,"Williamsburg, Brooklyn Apartment",57871851913,FALSE,Zandy,Brooklyn,Williamsburg,40.71075,-73.95676,United States,FALSE,Moderate,Entire home/apt,40,0.64,5,85,17,10,299,2016,Mid Age,652.8,81.92%
3240360,Union Square - Best Nyc Location,18790685478,TRUE,Matteo,Manhattan,East Village,40.73112,-73.98558,United States,FALSE,Strict,Private room,109,1.73,4,"1,038",208,5,85,2003,Old Property,21548.88,23.29%
3240913,Charming Apartment River View,24311008329,TRUE,Angie,Manhattan,Washington Heights,40.84309,-73.94127,United States,TRUE,Strict,Private room,2,0.03,4,907,181,3,181,2020,New Property,326.52,49.59%
3241465,Williamsburg Bedroom & Study,30389628582,FALSE,Sean,Brooklyn,Williamsburg,40.72002,-73.95780,United States,TRUE,Strict,Entire home/apt,2,0.14,3,745,149,14,361,2011,Mid Age,1251.6,98.90%
3242017,Entire Home 1 Br+ Office Or 2 Br Best Uws Location,95739622135,TRUE,Jennifer,Manhattan,Upper West Side,40.78283,-73.97206,United States,FALSE,Strict,Entire home/apt,2,0.03,1,632,126,13,202,2021,New Property,227.52,55.34%
3242569,Luxury Apt - West Village/Chelsea,34339073277,TRUE,G,Manhattan,Chelsea,40.74311,-74.00718,United States,TRUE,Moderate,Entire home/apt,2,0.03,2,820,164,30,111,2015,Mid Age,295.2,30.41%
3243122,Better Than Hotel,94906627483,FALSE,Fe,Brooklyn,Bay Ridge,40.63113,-74.02767,United States,FALSE,Moderate,Entire home/apt,0,0,1,445,89,5,142,2022,New Property,0,38.90%
3243674,1 Br With Private Bath New Building,75032207712,TRUE,Shay,Manhattan,Harlem,40.81270,-73.94367,United States,FALSE,Moderate,Private room,23,0.36,5,446,89,3,337,2016,Mid Age,1926.72,92.33%
3244226,Spacious Modern 2Bd Apartment,56841965882,TRUE,Jessica,Queens,Rockaway Beach,40.58451,-73.81500,United States,TRUE,Flexible,Entire home/apt,14,0.22,3,269,54,2,365,2007,Old Property,710.16,100.00%
3244779,Charming Modern Studio W/Large Garden,71639499236,TRUE,Christian,Manhattan,East Harlem,40.79249,-73.94592,United States,TRUE,Flexible,Entire home/apt,0,0,5,680,136,7,365,2017,Mid Age,0,100.00%
3245331,Brooklyn Loft Apt In Industrial Building,72029583445,TRUE,Lila,Brooklyn,Williamsburg,40.71997,-73.95945,United States,TRUE,Flexible,Private room,44,1.24,4,153,31,1,236,2004,Old Property,2276.64,64.66%
3245883,Lovely Home-Y Room In Bushwick,79078945269,TRUE,Guillaume,Brooklyn,Bushwick,40.69304,-73.92079,United States,FALSE,Flexible,Private room,2,0.03,4,937,187,10,122,2013,Mid Age,337.32,33.42%
3246436,Large Private Room,11177965553,TRUE,Wendy,Manhattan,Harlem,40.80546,-73.95221,United States,FALSE,Strict,Private room,51,1.27,3,"1,086",217,3,20,2007,Old Property,16550.64,5.48%
3246988,Private Bedroom In Spacious Brooklyn Apartment,90308253697,TRUE,Eva,Brooklyn,Crown Heights,40.67656,-73.95825,United States,FALSE,Flexible,Private room,4,0.11,5,730,146,1,89,2012,Mid Age,963.6,24.38%
3247540,Beautiful Prospect Park South Room,46084591142,TRUE,Melinda,Brooklyn,Flatbush,40.64772,-73.96273,United States,FALSE,Moderate,Private room,30,0.48,5,683,137,7,114,2004,Old Property,3934.08,31.23%
3248092,Washer&Dryer - 6 Subway Stops To Nyc / 15 Min Ride,77254054309,FALSE,Frances,Brooklyn,Bedford-Stuyvesant,40.68830,-73.95644,United States,TRUE,Flexible,Entire home/apt,227,3.61,4,"1,012",202,3,101,2007,Old Property,43839.84,27.67%
3248645,Great Room With Awesome Amenities!,18365283634,FALSE,Johnny,Brooklyn,Bedford-Stuyvesant,40.69135,-73.94694,United States,FALSE,Strict,Private room,1,0.02,4,169,34,1,18,2009,Old Property,40.56,4.93%
3249197,Sunny Private Room W/Exposed Brick,42259109606,TRUE,Andrew,Brooklyn,Greenpoint,40.72707,-73.95681,United States,TRUE,Flexible,Private room,3,0.05,3,183,37,1,198,2008,Old Property,109.8,54.25%
3249749,Amazing Penthouse Studio (Midtown East),49947161211,TRUE,Abraham,Manhattan,Midtown,40.75529,-73.96897,United States,TRUE,Strict,Entire home/apt,15,0.24,1,142,28,6,155,2006,Old Property,408.96,42.47%
3250302,Williamsburg Dream Loft,45673748839,FALSE,Justin,Brooklyn,Williamsburg,40.70942,-73.94693,United States,TRUE,Moderate,Entire home/apt,7,0.21,1,150,30,20,237,2006,Old Property,378,64.93%
3250854,Cozy 1Br In Beautiful Brooklyn,77620067170,TRUE,Alex,Brooklyn,Boerum Hill,40.68647,-73.98595,United States,TRUE,Strict,Entire home/apt,54,0.94,1,643,129,3,34,2008,Old Property,7253.04,9.32%
3251406,Sun-Drenched Artist Loft,1884237253,FALSE,Stephen And Hector,Brooklyn,Bushwick,40.69911,-73.93713,United States,FALSE,Moderate,Entire home/apt,16,0.25,4,"1,031",206,5,365,2015,Mid Age,3093,100.00%
3251959,Large Garden Apartment In Bk Brownstone,56693273096,FALSE,Chaydha,Brooklyn,Crown Heights,40.67648,-73.95098,United States,TRUE,Strict,Entire home/apt,19,0.52,2,289,58,4,365,2007,Old Property,1803.36,100.00%
3252511,Beautiful Brownstone Near Central Park,31457707258,FALSE,Nicole,Manhattan,Harlem,40.80007,-73.95620,United States,TRUE,Strict,Entire home/apt,6,0.16,4,448,90,7,365,2021,New Property,860.16,100.00%
3253063,Exquisite Furnished 1-Br Studio,15395582391,FALSE,Afi Apartments,Manhattan,Upper East Side,40.77231,-73.95588,United States,FALSE,Moderate,Entire home/apt,7,0.23,4,271,54,30,0,2007,Old Property,747.96,0.00%
3253615,Stylish Comfort 1-Br Upper East,45491948862,FALSE,Afi Apartments,Manhattan,Upper East Side,40.77263,-73.95567,United States,TRUE,Moderate,Entire home/apt,0,0,1,264,53,30,137,2010,Old Property,0,37.53%
3254168,"Lovely, Quiet 1-Bedroom Apt",35544854840,TRUE,Sonja,Manhattan,Morningside Heights,40.81503,-73.96029,United States,FALSE,Moderate,Entire home/apt,9,0.14,4,466,93,5,285,2003,Old Property,782.88,78.08%
3254720,Close To Manhattan Country Setting,14636255317,FALSE,Aaron,Staten Island,Concord,40.60375,-74.08065,United States,FALSE,Strict,Private room,40,0.85,4,507,101,1,352,2020,New Property,5171.4,96.44%
3255272,Luxury One Bedroom Upper West Side,34217667187,TRUE,Omar,Manhattan,Upper West Side,40.79071,-73.97408,United States,TRUE,Flexible,Entire home/apt,8,0.13,1,842,168,3,365,2003,Old Property,1313.52,100.00%
3255825,Lrg 1 Bdrm W/Office And Backyard,36789864718,TRUE,Hedia,Brooklyn,Bushwick,40.70318,-73.91462,United States,TRUE,Strict,Entire home/apt,0,0,4,"1,013",203,14,365,2007,Old Property,0,100.00%
3256377,Upper West Side 2Br Apt,28445372006,TRUE,Naftali,Manhattan,Upper West Side,40.79733,-73.96104,United States,TRUE,Flexible,Entire home/apt,0,0,3,855,171,5,353,2015,Mid Age,0,96.71%
3256929,Sunny Studio Nyc West 50'S,95264638622,FALSE,Joe,Manhattan,Hell'S Kitchen,40.76608,-73.99203,United States,TRUE,Flexible,Entire home/apt,1,0.02,5,363,73,2,54,2006,Old Property,87.12,14.79%
3257482,Beautiful & Tranquil Oasis In A Great Location,13293589867,TRUE,Oz,Brooklyn,Williamsburg,40.71650,-73.94842,United States,FALSE,Strict,Entire home/apt,99,1.57,3,112,22,30,217,2016,Mid Age,2110.08,59.45%
3258034,Tour Like A Local,27715639321,FALSE,Tmc,Bronx,Concourse,40.83012,-73.92714,United States,TRUE,Flexible,Private room,12,0.35,1,"1,157",231,2,314,2014,Mid Age,4859.4,86.03%
3258586,"Charming, Modern 2Br | Central Park",58132949977,TRUE,Afi Apartments,Manhattan,Upper East Side,40.77265,-73.95740,United States,FALSE,Flexible,Entire home/apt,1,0.11,1,"1,039",208,30,223,2020,New Property,1371.48,61.10%
3259138,Incredible 2-Br W/ Kitchen Island!,68465327953,FALSE,Afi Apartments,Manhattan,Upper East Side,40.77276,-73.95675,United States,FALSE,Moderate,Entire home/apt,4,0.07,1,495,99,30,153,2017,Mid Age,415.8,41.92%
3259691,Cute Apartment With Great Bathroom!,25022345945,TRUE,Afi Apartments,Manhattan,Upper East Side,40.77107,-73.95682,United States,TRUE,Flexible,Entire home/apt,6,0.11,1,68,14,30,106,2020,New Property,89.76,29.04%
3260243,Spacious Room In Huge Loft,35903603407,FALSE,Mark,Brooklyn,Bushwick,40.70065,-73.93862,United States,FALSE,Strict,Private room,5,0.12,5,421,84,5,365,2018,Mid Age,606.24,100.00%
